Age,Gender,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Weight_lbs,Height_ft
45,Male,183,131,54,1.7,1102.0,Yoga,11.4,3.5,4,3,26.08,178.13,5.9
28,Female,193,128,56,1.94,1242.0,Strength,16.7,2.7,5,3,24.89,123.46,4.11
21,Male,181,132,50,1.3,944.0,Yoga,24.3,3.3,2,1,29.89,223.11,6.0
32,Female,170,167,72,1.65,1378.0,HIIT,15.7,2.7,4,3,22.96,124.78,5.1
23,Female,167,145,61,0.82,594.0,Yoga,25.2,2.1,3,1,13.36,90.17,5.8
47,Male,198,157,60,0.77,598.0,Cardio,28.7,3.5,2,1,46.94,281.75,5.4
55,Female,194,161,73,1.28,927.0,Strength,30.5,2.0,2,1,15.92,108.69,5.9
19,Female,197,132,57,1.87,1234.0,Cardio,18.0,2.7,5,3,24.2,141.76,5.4
32,Male,167,158,74,1.18,1025.0,Strength,29.3,2.5,3,2,18.79,108.69,5.3
28,Female,196,147,55,0.68,500.0,Strength,31.7,1.9,2,1,24.01,138.89,5.3
25,Female,186,138,71,1.03,711.0,Yoga,31.9,2.4,3,2,14.74,90.61,5.5
43,Female,187,143,51,1.5,965.0,HIIT,32.9,2.2,3,2,13.38,89.29,5.8
22,Male,199,138,68,0.91,691.0,HIIT,21.2,3.5,2,1,27.05,156.53,5.3
23,Female,193,168,69,1.59,1336.0,Cardio,16.8,2.7,5,3,23.21,134.26,5.3
43,Female,191,132,69,1.88,1117.0,Yoga,19.8,2.7,4,3,23.48,142.64,5.5
21,Female,174,132,73,1.07,706.0,HIIT,34.2,2.2,3,2,17.44,112.44,5.7
36,Female,176,147,63,1.65,1213.0,Strength,19.4,2.7,4,3,18.42,127.21,5.9
37,Male,192,121,50,1.49,992.0,Strength,24.5,2.8,4,2,23.22,169.54,5.11
50,Male,175,129,59,1.85,1181.0,Yoga,14.3,3.5,4,3,25.7,177.47,5.9
37,Female,188,141,65,1.03,726.0,Cardio,25.5,2.4,3,2,24.21,161.6,5.8
29,Female,168,132,53,1.33,878.0,Yoga,26.5,2.6,3,2,19.88,108.03,5.1
18,Male,192,128,60,1.03,725.0,Cardio,24.1,2.6,3,1,29.5,252.43,6.5
43,Male,188,152,65,1.58,1189.0,Yoga,12.4,3.5,5,3,25.56,178.57,5.1
31,Female,172,133,69,1.22,811.0,Strength,27.6,1.8,4,2,17.27,117.95,5.9
55,Male,180,167,50,0.77,637.0,Yoga,23.6,3.0,3,1,18.46,114.86,5.6
54,Female,180,139,65,0.76,475.0,HIIT,26.6,2.1,2,1,30.34,154.54,4.11
28,Male,164,134,68,1.29,951.0,HIIT,24.9,3.7,4,2,27.43,191.58,5.1
53,Male,169,151,70,1.09,815.0,Yoga,27.9,2.8,3,2,23.7,161.82,5.9
30,Male,165,152,71,1.32,1104.0,Cardio,26.6,2.1,4,2,32.66,198.42,5.5
20,Male,172,136,58,1.72,1287.0,Cardio,10.5,3.5,5,3,23.25,188.94,6.3
50,Female,160,143,58,0.73,470.0,Strength,29.9,2.7,2,1,29.3,155.21,5.1
23,Male,179,149,58,1.15,942.0,Strength,27.0,3.4,3,2,19.73,127.21,5.7
27,Male,167,132,66,0.68,494.0,Cardio,25.3,2.3,3,1,24.44,166.89,5.9
22,Female,169,166,61,1.83,1519.0,Yoga,17.0,2.7,5,3,26.75,136.25,4.11
40,Male,168,167,74,1.63,1497.0,Strength,13.1,3.5,5,3,25.92,177.03,5.9
27,Male,162,135,62,1.28,950.0,Cardio,29.7,3.5,3,2,36.95,229.94,5.6
19,Female,170,121,57,1.46,883.0,Cardio,25.9,1.9,3,2,26.32,144.84,5.2
30,Male,171,136,65,0.66,494.0,Yoga,23.9,2.6,2,1,31.32,265.22,6.5
57,Female,169,151,67,1.05,713.0,HIIT,29.1,2.6,3,2,21.06,114.42,5.1
19,Female,184,162,50,1.65,1336.0,Cardio,17.9,2.7,5,3,23.98,130.29,5.1
37,Female,184,127,50,1.38,876.0,Strength,26.5,2.1,4,2,21.84,147.49,5.8
18,Female,170,122,61,0.94,573.0,Yoga,26.8,1.7,2,1,21.84,147.49,5.8
54,Male,195,131,55,1.42,921.0,Yoga,22.9,2.6,3,2,28.56,173.5,5.5
26,Female,198,139,58,1.88,1307.0,Yoga,19.8,2.7,4,3,24.07,137.57,5.3
34,Male,185,135,72,0.96,713.0,HIIT,27.3,3.2,2,1,34.92,225.09,5.7
26,Male,173,133,54,0.75,549.0,HIIT,26.6,2.3,2,1,12.97,114.42,6.6
28,Male,198,135,65,1.32,980.0,Strength,28.2,3.0,4,2,14.57,128.53,6.6
32,Male,199,168,67,1.93,1783.0,Strength,10.6,3.5,4,3,24.36,197.97,6.3
41,Male,160,162,66,0.79,634.0,Yoga,28.6,3.2,2,1,30.19,222.89,6.0
55,Male,163,168,67,0.77,640.0,Strength,25.9,2.6,3,1,40.09,261.47,5.7
52,Male,189,152,50,1.19,895.0,Cardio,23.4,3.2,2,1,24.78,186.95,6.0
47,Male,171,149,68,0.72,531.0,HIIT,28.2,3.5,3,1,25.54,176.37,5.9
48,Male,194,131,71,1.05,681.0,Yoga,28.0,2.8,4,2,21.83,161.16,6.0
22,Male,172,134,57,1.24,914.0,Yoga,28.5,2.7,3,2,41.56,258.6,5.6
31,Female,190,137,52,1.26,863.0,Cardio,26.2,1.8,4,2,26.47,170.64,5.7
28,Female,197,147,74,1.13,831.0,Cardio,34.7,2.2,3,2,26.14,160.72,5.5
26,Female,182,142,54,1.15,816.0,Cardio,34.6,2.6,2,1,31.64,156.97,4.11
51,Male,163,133,72,1.56,1027.0,Cardio,11.8,3.5,4,3,33.61,194.45,5.3
29,Female,175,149,57,1.31,976.0,Yoga,25.7,1.9,4,2,23.33,166.67,5.1
52,Female,166,152,68,1.66,1135.0,HIIT,15.8,2.7,4,3,23.79,127.65,5.1
52,Female,181,164,67,1.02,753.0,HIIT,34.9,2.0,3,2,28.28,155.65,5.2
18,Male,188,134,67,0.94,693.0,Cardio,25.6,2.7,3,1,44.1,261.47,5.4
57,Male,170,126,70,1.13,705.0,Strength,23.6,3.0,3,2,14.07,122.8,6.6
39,Male,192,134,50,0.89,656.0,Yoga,22.9,2.4,3,1,27.18,225.53,6.4
46,Male,188,161,64,1.31,1044.0,HIIT,22.6,3.4,4,2,20.76,160.06,6.1
25,Female,198,165,67,0.95,784.0,Cardio,31.6,1.9,2,1,22.6,140.65,5.6
28,Female,171,157,74,0.61,479.0,Strength,29.2,2.3,3,1,24.13,148.37,5.5
58,Female,166,165,56,1.97,1463.0,Strength,19.8,2.7,4,3,23.75,130.73,5.2
54,Female,198,163,65,1.14,836.0,Cardio,31.8,2.1,3,1,28.68,155.87,5.1
31,Male,185,130,65,1.72,1230.0,Yoga,14.0,3.5,4,3,30.43,191.58,5.6
47,Male,199,148,64,0.76,557.0,HIIT,22.9,3.0,3,1,27.2,216.49,6.2
52,Male,168,150,55,1.3,965.0,Strength,20.8,2.3,4,2,24.23,140.21,5.3
38,Female,193,144,58,1.01,727.0,HIIT,29.9,2.4,3,2,16.01,99.65,5.6
54,Male,172,143,56,1.04,736.0,HIIT,23.1,2.3,4,2,44.66,258.38,5.3
22,Male,195,138,63,1.34,1017.0,Strength,22.0,2.2,2,1,35.47,236.78,5.8
36,Female,184,121,60,0.85,514.0,Cardio,34.5,2.2,2,1,18.65,130.29,5.1
31,Female,183,141,70,0.57,402.0,Strength,29.4,2.4,3,1,19.82,117.51,5.4
43,Male,176,139,65,1.18,812.0,Strength,21.7,2.1,2,1,17.39,101.85,5.4
21,Male,161,152,74,1.32,1104.0,Yoga,22.0,2.1,3,2,25.85,147.71,5.3
42,Male,172,127,55,1.77,1113.0,HIIT,11.4,3.5,4,3,27.55,190.26,5.9
59,Male,190,144,71,1.99,1418.0,Cardio,15.0,3.5,5,3,30.66,188.5,5.5
42,Male,188,165,65,1.38,1127.0,HIIT,22.7,3.4,3,2,20.07,154.76,6.1
35,Male,187,128,69,1.02,718.0,Strength,23.3,3.4,4,2,48.43,280.21,5.3
57,Female,186,153,65,1.05,723.0,Cardio,31.6,1.8,3,2,27.11,166.67,5.5
25,Female,174,142,61,1.2,852.0,Cardio,27.9,2.2,3,1,22.99,138.01,5.4
56,Female,190,124,66,1.91,1066.0,Cardio,16.1,2.7,5,3,23.79,122.8,5.0
57,Male,199,144,54,1.21,862.0,Cardio,21.6,2.8,3,2,31.74,211.86,5.8
31,Female,174,127,74,1.39,883.0,Yoga,28.1,2.3,4,2,29.23,169.09,5.3
49,Male,192,135,62,1.14,762.0,Cardio,21.1,3.5,2,1,16.01,126.1,6.2
55,Male,179,167,57,1.2,992.0,Strength,20.2,2.1,4,2,21.34,154.1,5.11
50,Female,171,164,73,1.03,760.0,Yoga,33.0,2.4,3,2,21.67,149.69,5.9
40,Male,196,134,54,1.96,1445.0,Strength,10.7,3.5,5,3,25.14,193.79,6.1
32,Male,168,120,61,1.24,818.0,Strength,27.8,2.8,3,2,26.22,226.63,6.5
50,Female,182,141,58,1.32,838.0,HIIT,33.0,2.2,3,1,23.02,114.2,4.11
42,Female,167,122,52,1.83,1005.0,Cardio,17.7,2.7,4,3,23.41,127.21,5.1
34,Female,191,157,52,0.81,636.0,Cardio,28.1,2.3,3,1,23.28,146.61,5.6
50,Male,173,133,50,1.16,764.0,Strength,21.5,3.6,4,2,36.8,210.32,5.3
19,Female,186,155,74,1.17,907.0,Cardio,32.4,1.6,3,1,27.03,152.56,5.2
31,Female,184,137,71,1.02,699.0,Yoga,31.0,1.5,4,2,23.88,146.83,5.5
57,Male,172,166,67,1.57,1290.0,HIIT,13.3,3.5,4,3,30.63,183.87,5.4
57,Female,180,160,73,1.39,1001.0,Cardio,25.1,1.7,2,1,14.3,96.56,5.8
56,Female,190,137,61,1.99,1227.0,Cardio,19.6,2.7,5,3,22.48,141.54,5.6
23,Female,196,122,58,0.58,354.0,Yoga,25.7,2.7,2,1,16.8,97.22,5.3
23,Male,164,129,58,1.87,1327.0,HIIT,11.8,3.5,5,3,23.93,192.46,6.3
20,Male,172,168,67,1.12,1035.0,Yoga,24.0,3.2,4,2,21.48,121.25,5.2
24,Male,187,158,67,1.57,1364.0,Strength,10.0,3.5,4,3,28.77,192.02,5.8
25,Male,184,166,56,1.38,1260.0,Strength,25.0,3.0,2,1,25.69,146.83,5.3
59,Female,194,120,53,1.72,929.0,Cardio,18.8,2.7,5,3,19.5,133.16,5.9
32,Male,198,146,62,1.1,883.0,HIIT,28.2,2.1,3,2,37.74,278.66,6.0
46,Male,166,146,66,0.75,542.0,Strength,28.8,3.5,2,1,33.38,195.55,5.4
